teff_2,logg_2,feh_2,alpha,npix,rv,gamma,chi2,arbnorm
4000,5.0,0.0,0.1189,1024,100.5,0.25,7375.0633,1.0
4000,5.0,0.0,0.1189,1024,100.5,0.5,7691.1844,1.0
4000,5.0,0.0,0.1189,1024,100.5,0.75,8300.2466,1.0
4000,5.0,0.0,0.1189,1024,101.0,-1.0,9730.6917,1.0
4000,5.0,0.0,0.1189,1024,101.0,-0.75,8704.8428,1.0
4000,5.0,0.0,0.1189,1024,101.0,-0.5,7969.087,1.0
4000,5.0,0.0,0.1189,1024,101.0,-0.25,7527.6595,1.0
4000,5.0,0.0,0.1189,1024,101.0,0.0,7396.8318,1.0
4000,5.0,0.0,0.1189,1024,101.0,0.25,7414.2609,1.0
4000,5.0,0.0,0.1189,1024,101.0,0.5,7733.3907,1.0
4000,5.0,0.0,0.1189,1024,101.0,0.75,8345.8974,1.0
4000,5.0,0.0,0.1189,1024,101.5,-1.0,9758.1442,1.0
4000,5.0,0.0,0.1189,1024,101.5,-0.75,8736.5718,1.0
4000,5.0,0.0,0.1189,1024,101.5,-0.5,8002.4928,1.0
4000,5.0,0.0,0.1189,1024,101.5,-0.25,7570.561,1.0
4000,5.0,0.0,0.1189,1024,101.5,0.0,7443.7992,1.0
4000,5.0,0.0,0.1189,1024,101.5,0.25,7458.2567,1.0
4000,5.0,0.0,0.1189,1024,101.5,0.5,7783.6611,1.0
4000,5.0,0.0,0.1189,1024,101.5,0.75,8399.3492,1.0
4000,5.0,0.0,0.1189,1024,102.0,-1.0,9799.7929,1.0
4000,5.0,0.0,0.1189,1024,102.0,-0.75,8783.894,1.0
4000,5.0,0.0,0.1189,1024,102.0,-0.5,8044.282,1.0
4000,5.0,0.0,0.1189,1024,102.0,-0.25,7620.86,1.0
4000,5.0,0.0,0.1189,1024,102.0,0.0,7499.511,1.0
4000,5.0,0.0,0.1189,1024,102.0,0.25,7515.8261,1.0
4000,5.0,0.0,0.1189,1024,102.0,0.5,7844.8466,1.0
4000,5.0,0.0,0.1189,1024,102.0,0.75,8463.7744,1.0
4000,5.0,0.0,0.1189,1024,102.5,-1.0,9849.7758,1.0
4000,5.0,0.0,0.1189,1024,102.5,-0.75,8828.7344,1.0
4000,5.0,0.0,0.1189,1024,102.5,-0.5,8098.3923,1.0
4000,5.0,0.0,0.1189,1024,102.5,-0.25,7684.7395,1.0
4000,5.0,0.0,0.1189,1024,102.5,0.0,7567.1928,1.0
4000,5.0,0.0,0.1189,1024,102.5,0.25,7581.8305,1.0
4000,5.0,0.0,0.1189,1024,102.5,0.5,7911.696,1.0
4000,5.0,0.0,0.1189,1024,102.5,0.75,8536.1891,1.0
4000,5.0,0.0,0.1189,1024,103.0,-1.0,9904.2936,1.0
4000,5.0,0.0,0.1189,1024,103.0,-0.75,8891.5934,1.0
4000,5.0,0.0,0.1189,1024,103.0,-0.5,8167.7062,1.0
4000,5.0,0.0,0.1189,1024,103.0,-0.25,7752.1758,1.0
4000,5.0,0.0,0.1189,1024,103.0,0.0,7633.1344,1.0
4000,5.0,0.0,0.1189,1024,103.0,0.25,7650.1757,1.0
4000,5.0,0.0,0.1189,1024,103.0,0.5,7975.1994,1.0
4000,5.0,0.0,0.1189,1024,103.0,0.75,8604.7373,1.0
4000,5.0,0.0,0.1189,1024,103.5,-1.0,9965.7633,1.0
4000,5.0,0.0,0.1189,1024,103.5,-0.75,8955.1845,1.0
4000,5.0,0.0,0.1189,1024,103.5,-0.5,8232.2676,1.0
4000,5.0,0.0,0.1189,1024,103.5,-0.25,7821.3994,1.0
4000,5.0,0.0,0.1189,1024,103.5,0.0,7691.407,1.0
4000,5.0,0.0,0.1189,1024,103.5,0.25,7706.3171,1.0
4000,5.0,0.0,0.1189,1024,103.5,0.5,8038.2396,1.0
4000,5.0,0.0,0.1189,1024,103.5,0.75,8663.9426,1.0
4000,5.0,0.0,0.1189,1024,104.0,-1.0,10036.3934,1.0
4000,5.0,0.0,0.1189,1024,104.0,-0.75,9018.8982,1.0
4000,5.0,0.0,0.1189,1024,104.0,-0.5,8291.8032,1.0
4000,5.0,0.0,0.1189,1024,104.0,-0.25,7875.3733,1.0
4000,5.0,0.0,0.1189,1024,104.0,0.0,7749.1217,1.0
4000,5.0,0.0,0.1189,1024,104.0,0.25,7770.1636,1.0
4000,5.0,0.0,0.1189,1024,104.0,0.5,8096.0124,1.0
4000,5.0,0.0,0.1189,1024,104.0,0.75,8715.7854,1.0
4000,5.0,0.0,0.1189,1024,104.5,-1.0,10092.6324,1.0
4000,5.0,0.0,0.1189,1024,104.5,-0.75,9071.5726,1.0
4000,5.0,0.0,0.1189,1024,104.5,-0.5,8350.8894,1.0
4000,5.0,0.0,0.1189,1024,104.5,-0.25,7941.1331,1.0
4000,5.0,0.0,0.1189,1024,104.5,0.0,7812.7238,1.0
4000,5.0,0.0,0.1189,1024,104.5,0.25,7821.5632,1.0
4000,5.0,0.0,0.1189,1024,104.5,0.5,8143.9014,1.0
4000,5.0,0.0,0.1189,1024,104.5,0.75,8759.0626,1.0
4100,5.0,0.0,0.1331,1024,95.0,-1.0,8975.9117,1.0
4100,5.0,0.0,0.1331,1024,95.0,-0.75,7942.5982,1.0
4100,5.0,0.0,0.1331,1024,95.0,-0.5,7193.4345,1.0
4100,5.0,0.0,0.1331,1024,95.0,-0.25,6733.2463,1.0
4100,5.0,0.0,0.1331,1024,95.0,0.0,6567.8182,1.0
4100,5.0,0.0,0.1331,1024,95.0,0.25,6544.9693,1.0
4100,5.0,0.0,0.1331,1024,95.0,0.5,6824.3888,1.0
4100,5.0,0.0,0.1331,1024,95.0,0.75,7391.1777,1.0
4100,5.0,0.0,0.1331,1024,95.5,-1.0,8929.9511,1.0
4100,5.0,0.0,0.1331,1024,95.5,-0.75,7892.707,1.0
4100,5.0,0.0,0.1331,1024,95.5,-0.5,7150.465,1.0
4100,5.0,0.0,0.1331,1024,95.5,-0.25,6683.4516,1.0
4100,5.0,0.0,0.1331,1024,95.5,0.0,6505.7783,1.0
4100,5.0,0.0,0.1331,1024,95.5,0.25,6489.5865,1.0
4100,5.0,0.0,0.1331,1024,95.5,0.5,6766.4158,1.0
4100,5.0,0.0,0.1331,1024,95.5,0.75,7335.3932,1.0
4100,5.0,0.0,0.1331,1024,96.0,-1.0,8897.2536,1.0
4100,5.0,0.0,0.1331,1024,96.0,-0.75,7857.7307,1.0
4100,5.0,0.0,0.1331,1024,96.0,-0.5,7100.7491,1.0
4100,5.0,0.0,0.1331,1024,96.0,-0.25,6629.0597,1.0
4100,5.0,0.0,0.1331,1024,96.0,0.0,6460.5465,1.0
4100,5.0,0.0,0.1331,1024,96.0,0.25,6442.4241,1.0
4100,5.0,0.0,0.1331,1024,96.0,0.5,6728.4105,1.0
4100,5.0,0.0,0.1331,1024,96.0,0.75,7298.3533,1.0
4100,5.0,0.0,0.1331,1024,96.5,-1.0,8843.6994,1.0
4100,5.0,0.0,0.1331,1024,96.5,-0.75,7805.3031,1.0
4100,5.0,0.0,0.1331,1024,96.5,-0.5,7050.571,1.0
4100,5.0,0.0,0.1331,1024,96.5,-0.25,6583.806,1.0
4100,5.0,0.0,0.1331,1024,96.5,0.0,6409.3158,1.0
4100,5.0,0.0,0.1331,1024,96.5,0.25,6398.5553,1.0
4100,5.0,0.0,0.1331,1024,96.5,0.5,6681.3237,1.0
4100,5.0,0.0,0.1331,1024,96.5,0.75,7249.4448,1.0
4100,5.0,0.0,0.1331,1024,97.0,-1.0,8802.8519,1.0
4100,5.0,0.0,0.1331,1024,97.0,-0.75,7760.4835,1.0
4100,5.0,0.0,0.1331,1024,97.0,-0.5,7010.93,1.0
4100,5.0,0.0,0.1331,1024,97.0,-0.25,6540.5677,1.0
4100,5.0,0.0,0.1331,1024,97.0,0.0,6361.5944,1.0
4100,5.0,0.0,0.1331,1024,97.0,0.25,6353.2044,1.0
4100,5.0,0.0,0.1331,1024,97.0,0.5,6632.9069,1.0
4100,5.0,0.0,0.1331,1024,97.0,0.75,7203.0847,1.0
4100,5.0,0.0,0.1331,1024,97.5,-1.0,8753.3517,1.0
4100,5.0,0.0,0.1331,1024,97.5,-0.75,7712.7844,1.0
4100,5.0,0.0,0.1331,1024,97.5,-0.5,6965.5871,1.0
4100,5.0,0.0,0.1331,1024,97.5,-0.25,6497.2294,1.0
4100,5.0,0.0,0.1331,1024,97.5,0.0,6321.5648,1.0
4100,5.0,0.0,0.1331,1024,97.5,0.25,6312.1635,1.0
4100,5.0,0.0,0.1331,1024,97.5,0.5,6601.3173,1.0
4100,5.0,0.0,0.1331,1024,97.5,0.75,7174.5857,1.0
4100,5.0,0.0,0.1331,1024,98.0,-1.0,8707.2066,1.0
4100,5.0,0.0,0.1331,1024,98.0,-0.75,7671.974,1.0
4100,5.0,0.0,0.1331,1024,98.0,-0.5,6924.673,1.0
4100,5.0,0.0,0.1331,1024,98.0,-0.25,6462.8851,1.0
4100,5.0,0.0,0.1331,1024,98.0,0.0,6289.7646,1.0
4100,5.0,0.0,0.1331,1024,98.0,0.25,6283.8405,1.0
4100,5.0,0.0,0.1331,1024,98.0,0.5,6570.7873,1.0
4100,5.0,0.0,0.1331,1024,98.0,0.75,7151.3727,1.0
4100,5.0,0.0,0.1331,1024,98.5,-1.0,8673.2895,1.0
4100,5.0,0.0,0.1331,1024,98.5,-0.75,7637.5544,1.0
4100,5.0,0.0,0.1331,1024,98.5,-0.5,6901.094,1.0
4100,5.0,0.0,0.1331,1024,98.5,-0.25,6440.654,1.0
4100,5.0,0.0,0.1331,1024,98.5,0.0,6268.9979,1.0
4100,5.0,0.0,0.1331,1024,98.5,0.25,6266.2197,1.0
4100,5.0,0.0,0.1331,1024,98.5,0.5,6554.8248,1.0
4100,5.0,0.0,0.1331,1024,98.5,0.75,7139.2018,1.0
4100,5.0,0.0,0.1331,1024,99.0,-1.0,8651.0986,1.0
4100,5.0,0.0,0.1331,1024,99.0,-0.75,7619.4259,1.0
4100,5.0,0.0,0.1331,1024,99.0,-0.5,6877.7609,1.0
4100,5.0,0.0,0.1331,1024,99.0,-0.25,6421.7524,1.0
4100,5.0,0.0,0.1331,1024,99.0,0.0,6257.0614,1.0
4100,5.0,0.0,0.1331,1024,99.0,0.25,6257.6951,1.0
4100,5.0,0.0,0.1331,1024,99.0,0.5,6558.4661,1.0
4100,5.0,0.0,0.1331,1024,99.0,0.75,7145.8993,1.0
4100,5.0,0.0,0.1331,1024,99.5,-1.0,8634.5618,1.0
4100,5.0,0.0,0.1331,1024,99.5,-0.75,7603.9448,1.0
4100,5.0,0.0,0.1331,1024,99.5,-0.5,6866.0484,1.0
4100,5.0,0.0,0.1331,1024,99.5,-0.25,6416.26,1.0
4100,5.0,0.0,0.1331,1024,99.5,0.0,6255.5994,1.0
4100,5.0,0.0,0.1331,1024,99.5,0.25,6263.7566,1.0
4100,5.0,0.0,0.1331,1024,99.5,0.5,6567.0978,1.0
4100,5.0,0.0,0.1331,1024,99.5,0.75,7160.8635,1.0
4100,5.0,0.0,0.1331,1024,100.0,-1.0,8620.5485,1.0
4100,5.0,0.0,0.1331,1024,100.0,-0.75,7599.4227,1.0
4100,5.0,0.0,0.1331,1024,100.0,-0.5,6867.4818,1.0
4100,5.0,0.0,0.1331,1024,100.0,-0.25,6422.4834,1.0
4100,5.0,0.0,0.1331,1024,100.0,0.0,6273.4849,1.0
4100,5.0,0.0,0.1331,1024,100.0,0.25,6281.7473,1.0
4100,5.0,0.0,0.1331,1024,100.0,0.5,6589.9647,1.0
4100,5.0,0.0,0.1331,1024,100.0,0.75,7191.3383,1.0
4100,5.0,0.0,0.1331,1024,100.5,-1.0,8621.44,1.0
4100,5.0,0.0,0.1331,1024,100.5,-0.75,7606.8772,1.0
4100,5.0,0.0,0.1331,1024,100.5,-0.5,6876.9597,1.0
4100,5.0,0.0,0.1331,1024,100.5,-0.25,6439.1679,1.0
4100,5.0,0.0,0.1331,1024,100.5,0.0,6297.1139,1.0
4100,5.0,0.0,0.1331,1024,100.5,0.25,6311.4787,1.0
4100,5.0,0.0,0.1331,1024,100.5,0.5,6626.0776,1.0
4100,5.0,0.0,0.1331,1024,100.5,0.75,7232.4476,1.0
4100,5.0,0.0,0.1331,1024,101.0,-1.0,8636.4206,1.0
4100,5.0,0.0,0.1331,1024,101.0,-0.75,7624.2406,1.0
4100,5.0,0.0,0.1331,1024,101.0,-0.5,6900.3657,1.0
4100,5.0,0.0,0.1331,1024,101.0,-0.25,6474.7076,1.0
4100,5.0,0.0,0.1331,1024,101.0,0.0,6338.9768,1.0
4100,5.0,0.0,0.1331,1024,101.0,0.25,6359.5236,1.0
4100,5.0,0.0,0.1331,1024,101.0,0.5,6679.1569,1.0
4100,5.0,0.0,0.1331,1024,101.0,0.75,7287.4189,1.0
4100,5.0,0.0,0.1331,1024,101.5,-1.0,8662.6551,1.0
4100,5.0,0.0,0.1331,1024,101.5,-0.75,7656.0764,1.0
4100,5.0,0.0,0.1331,1024,101.5,-0.5,6941.3067,1.0
4100,5.0,0.0,0.1331,1024,101.5,-0.25,6521.0319,1.0
4100,5.0,0.0,0.1331,1024,101.5,0.0,6388.8032,1.0
4100,5.0,0.0,0.1331,1024,101.5,0.25,6414.3516,1.0
4100,5.0,0.0,0.1331,1024,101.5,0.5,6743.4549,1.0
4100,5.0,0.0,0.1331,1024,101.5,0.75,7358.0942,1.0
4100,5.0,0.0,0.1331,1024,102.0,-1.0,8710.5226,1.0
4100,5.0,0.0,0.1331,1024,102.0,-0.75,7707.2764,1.0
4100,5.0,0.0,0.1331,1024,102.0,-0.5,6993.0558,1.0
4100,5.0,0.0,0.1331,1024,102.0,-0.25,6577.7129,1.0
4100,5.0,0.0,0.1331,1024,102.0,0.0,6452.9123,1.0
4100,5.0,0.0,0.1331,1024,102.0,0.25,6487.2522,1.0
4100,5.0,0.0,0.1331,1024,102.0,0.5,6820.9591,1.0
4100,5.0,0.0,0.1331,1024,102.0,0.75,7437.436,1.0
4100,5.0,0.0,0.1331,1024,102.5,-1.0,8760.053,1.0
4100,5.0,0.0,0.1331,1024,102.5,-0.75,7767.801,1.0
4100,5.0,0.0,0.1331,1024,102.5,-0.5,7059.1723,1.0
4100,5.0,0.0,0.1331,1024,102.5,-0.25,6648.5087,1.0
4100,5.0,0.0,0.1331,1024,102.5,0.0,6532.4903,1.0
4100,5.0,0.0,0.1331,1024,102.5,0.25,6567.4829,1.0
4100,5.0,0.0,0.1331,1024,102.5,0.5,6903.109,1.0
4100,5.0,0.0,0.1331,1024,102.5,0.75,7525.4339,1.0
4100,5.0,0.0,0.1331,1024,103.0,-1.0,8827.6331,1.0
4100,5.0,0.0,0.1331,1024,103.0,-0.75,7841.5578,1.0
4100,5.0,0.0,0.1331,1024,103.0,-0.5,7138.4612,1.0
4100,5.0,0.0,0.1331,1024,103.0,-0.25,6734.8462,1.0
4100,5.0,0.0,0.1331,1024,103.0,0.0,6616.5429,1.0
4100,5.0,0.0,0.1331,1024,103.0,0.25,6651.6239,1.0
4100,5.0,0.0,0.1331,1024,103.0,0.5,6983.5502,1.0
4100,5.0,0.0,0.1331,1024,103.0,0.75,7604.5171,1.0
4100,5.0,0.0,0.1331,1024,103.5,-1.0,8902.4291,1.0
4100,5.0,0.0,0.1331,1024,103.5,-0.75,7924.077,1.0
4100,5.0,0.0,0.1331,1024,103.5,-0.5,7221.7741,1.0
4100,5.0,0.0,0.1331,1024,103.5,-0.25,6815.0204,1.0
4100,5.0,0.0,0.1331,1024,103.5,0.0,6696.3513,1.0
4100,5.0,0.0,0.1331,1024,103.5,0.25,6728.0942,1.0
4100,5.0,0.0,0.1331,1024,103.5,0.5,7063.9294,1.0
4100,5.0,0.0,0.1331,1024,103.5,0.75,7691.1467,1.0
4100,5.0,0.0,0.1331,1024,104.0,-1.0,8984.7209,1.0
4100,5.0,0.0,0.1331,1024,104.0,-0.75,7997.679,1.0
4100,5.0,0.0,0.1331,1024,104.0,-0.5,7293.5265,1.0
4100,5.0,0.0,0.1331,1024,104.0,-0.25,6889.6381,1.0
4100,5.0,0.0,0.1331,1024,104.0,0.0,6771.8999,1.0
4100,5.0,0.0,0.1331,1024,104.0,0.25,6807.5387,1.0
4100,5.0,0.0,0.1331,1024,104.0,0.5,7139.9667,1.0
4100,5.0,0.0,0.1331,1024,104.0,0.75,7762.9056,1.0
4100,5.0,0.0,0.1331,1024,104.5,-1.0,9058.3293,1.0
4100,5.0,0.0,0.1331,1024,104.5,-0.75,8071.0973,1.0
4100,5.0,0.0,0.1331,1024,104.5,-0.5,7369.5429,1.0
4100,5.0,0.0,0.1331,1024,104.5,-0.25,6968.5834,1.0
4100,5.0,0.0,0.1331,1024,104.5,0.0,6850.5092,1.0
4100,5.0,0.0,0.1331,1024,104.5,0.25,6879.0621,1.0
4100,5.0,0.0,0.1331,1024,104.5,0.5,7208.4565,1.0
4100,5.0,0.0,0.1331,1024,104.5,0.75,7833.3023,1.0
4200,5.0,0.0,0.1484,1024,95.0,-1.0,8105.4587,1.0
4200,5.0,0.0,0.1484,1024,95.0,-0.75,7071.5977,1.0
4200,5.0,0.0,0.1484,1024,95.0,-0.5,6319.8201,1.0
4200,5.0,0.0,0.1484,1024,95.0,-0.25,5850.1339,1.0
4200,5.0,0.0,0.1484,1024,95.0,0.0,5663.5767,1.0
4200,5.0,0.0,0.1484,1024,95.0,0.25,5648.8851,1.0
4200,5.0,0.0,0.1484,1024,95.0,0.5,5904.9266,1.0
4200,5.0,0.0,0.1484,1024,95.0,0.75,6450.7135,1.0
4200,5.0,0.0,0.1484,1024,95.5,-1.0,8025.6627,1.0
4200,5.0,0.0,0.1484,1024,95.5,-0.75,6989.0619,1.0
4200,5.0,0.0,0.1484,1024,95.5,-0.5,6236.3927,1.0
4200,5.0,0.0,0.1484,1024,95.5,-0.25,5774.0551,1.0
4200,5.0,0.0,0.1484,1024,95.5,0.0,5584.7075,1.0
4200,5.0,0.0,0.1484,1024,95.5,0.25,5569.0165,1.0
4200,5.0,0.0,0.1484,1024,95.5,0.5,5832.7391,1.0
4200,5.0,0.0,0.1484,1024,95.5,0.75,6382.2025,1.0
4200,5.0,0.0,0.1484,1024,96.0,-1.0,7946.9851,1.0
4200,5.0,0.0,0.1484,1024,96.0,-0.75,6916.8433,1.0
4200,5.0,0.0,0.1484,1024,96.0,-0.5,6175.6264,1.0
4200,5.0,0.0,0.1484,1024,96.0,-0.25,5706.805,1.0
4200,5.0,0.0,0.1484,1024,96.0,0.0,5516.5943,1.0
4200,5.0,0.0,0.1484,1024,96.0,0.25,5497.2182,1.0
4200,5.0,0.0,0.1484,1024,96.0,0.5,5762.0745,1.0
4200,5.0,0.0,0.1484,1024,96.0,0.75,6318.4559,1.0
4200,5.0,0.0,0.1484,1024,96.5,-1.0,7885.5061,1.0
4200,5.0,0.0,0.1484,1024,96.5,-0.75,6846.2579,1.0
4200,5.0,0.0,0.1484,1024,96.5,-0.5,6100.379,1.0
4200,5.0,0.0,0.1484,1024,96.5,-0.25,5634.4594,1.0
4200,5.0,0.0,0.1484,1024,96.5,0.0,5442.0913,1.0
4200,5.0,0.0,0.1484,1024,96.5,0.25,5436.3193,1.0
4200,5.0,0.0,0.1484,1024,96.5,0.5,5705.4901,1.0
4200,5.0,0.0,0.1484,1024,96.5,0.75,6258.4319,1.0
4200,5.0,0.0,0.1484,1024,97.0,-1.0,7814.1629,1.0
4200,5.0,0.0,0.1484,1024,97.0,-0.75,6780.0232,1.0
4200,5.0,0.0,0.1484,1024,97.0,-0.5,6046.4821,1.0
4200,5.0,0.0,0.1484,1024,97.0,-0.25,5570.8878,1.0
4200,5.0,0.0,0.1484,1024,97.0,0.0,5379.4836,1.0
4200,5.0,0.0,0.1484,1024,97.0,0.25,5372.2617,1.0
4200,5.0,0.0,0.1484,1024,97.0,0.5,5646.4502,1.0
4200,5.0,0.0,0.1484,1024,97.0,0.75,6203.3557,1.0
4200,5.0,0.0,0.1484,1024,97.5,-1.0,7761.4761,1.0
4200,5.0,0.0,0.1484,1024,97.5,-0.75,6734.6654,1.0
4200,5.0,0.0,0.1484,1024,97.5,-0.5,5982.7379,1.0
4200,5.0,0.0,0.1484,1024,97.5,-0.25,5507.1034,1.0
4200,5.0,0.0,0.1484,1024,97.5,0.0,5321.9347,1.0
4200,5.0,0.0,0.1484,1024,97.5,0.25,5319.4824,1.0
4200,5.0,0.0,0.1484,1024,97.5,0.5,5604.0519,1.0
4200,5.0,0.0,0.1484,1024,97.5,0.75,6164.4321,1.0
4200,5.0,0.0,0.1484,1024,98.0,-1.0,7700.54,1.0
4200,5.0,0.0,0.1484,1024,98.0,-0.75,6674.8135,1.0
4200,5.0,0.0,0.1484,1024,98.0,-0.5,5922.6776,1.0
4200,5.0,0.0,0.1484,1024,98.0,-0.25,5454.0708,1.0
