teff_2,logg_2,feh_2,alpha,npix,rv,gamma,chi2,arbnorm
4100,5.0,0.0,0.1324,1024,99.0,0.5,4941.5943,1.0
4100,5.0,0.0,0.1324,1024,99.0,0.75,5627.1786,1.0
4100,5.0,0.0,0.1324,1024,99.5,-1.0,6838.3904,1.0
4100,5.0,0.0,0.1324,1024,99.5,-0.75,5702.6219,1.0
4100,5.0,0.0,0.1324,1024,99.5,-0.5,4947.0366,1.0
4100,5.0,0.0,0.1324,1024,99.5,-0.25,4573.2195,1.0
4100,5.0,0.0,0.1324,1024,99.5,0.0,4460.8382,1.0
4100,5.0,0.0,0.1324,1024,99.5,0.25,4525.5379,1.0
4100,5.0,0.0,0.1324,1024,99.5,0.5,4906.6112,1.0
4100,5.0,0.0,0.1324,1024,99.5,0.75,5597.5847,1.0
4100,5.0,0.0,0.1324,1024,100.0,-1.0,6789.0017,1.0
4100,5.0,0.0,0.1324,1024,100.0,-0.75,5667.3017,1.0
4100,5.0,0.0,0.1324,1024,100.0,-0.5,4917.5741,1.0
4100,5.0,0.0,0.1324,1024,100.0,-0.25,4548.6606,1.0
4100,5.0,0.0,0.1324,1024,100.0,0.0,4435.7703,1.0
4100,5.0,0.0,0.1324,1024,100.0,0.25,4502.7477,1.0
4100,5.0,0.0,0.1324,1024,100.0,0.5,4887.4542,1.0
4100,5.0,0.0,0.1324,1024,100.0,0.75,5593.3581,1.0
4100,5.0,0.0,0.1324,1024,100.5,-1.0,6763.4691,1.0
4100,5.0,0.0,0.1324,1024,100.5,-0.75,5658.1437,1.0
4100,5.0,0.0,0.1324,1024,100.5,-0.5,4904.646,1.0
4100,5.0,0.0,0.1324,1024,100.5,-0.25,4543.6559,1.0
4100,5.0,0.0,0.1324,1024,100.5,0.0,4421.7439,1.0
4100,5.0,0.0,0.1324,1024,100.5,0.25,4487.5984,1.0
4100,5.0,0.0,0.1324,1024,100.5,0.5,4898.4483,1.0
4100,5.0,0.0,0.1324,1024,100.5,0.75,5621.5111,1.0
4100,5.0,0.0,0.1324,1024,101.0,-1.0,6756.8371,1.0
4100,5.0,0.0,0.1324,1024,101.0,-0.75,5662.2978,1.0
4100,5.0,0.0,0.1324,1024,101.0,-0.5,4919.9469,1.0
4100,5.0,0.0,0.1324,1024,101.0,-0.25,4554.7913,1.0
4100,5.0,0.0,0.1324,1024,101.0,0.0,4425.1957,1.0
4100,5.0,0.0,0.1324,1024,101.0,0.25,4499.2929,1.0
4100,5.0,0.0,0.1324,1024,101.0,0.5,4923.9853,1.0
4100,5.0,0.0,0.1324,1024,101.0,0.75,5660.1495,1.0
4100,5.0,0.0,0.1324,1024,101.5,-1.0,6777.3895,1.0
4100,5.0,0.0,0.1324,1024,101.5,-0.75,5691.8189,1.0
4100,5.0,0.0,0.1324,1024,101.5,-0.5,4960.511,1.0
4100,5.0,0.0,0.1324,1024,101.5,-0.25,4585.8266,1.0
4100,5.0,0.0,0.1324,1024,101.5,0.0,4442.574,1.0
4100,5.0,0.0,0.1324,1024,101.5,0.25,4534.5489,1.0
4100,5.0,0.0,0.1324,1024,101.5,0.5,4977.4782,1.0
4100,5.0,0.0,0.1324,1024,101.5,0.75,5713.525,1.0
4100,5.0,0.0,0.1324,1024,102.0,-1.0,6840.3144,1.0
4100,5.0,0.0,0.1324,1024,102.0,-0.75,5747.621,1.0
4100,5.0,0.0,0.1324,1024,102.0,-0.5,5007.4244,1.0
4100,5.0,0.0,0.1324,1024,102.0,-0.25,4627.7787,1.0
4100,5.0,0.0,0.1324,1024,102.0,0.0,4494.2444,1.0
4100,5.0,0.0,0.1324,1024,102.0,0.25,4597.6393,1.0
4100,5.0,0.0,0.1324,1024,102.0,0.5,5052.792,1.0
4100,5.0,0.0,0.1324,1024,102.0,0.75,5785.6412,1.0
4100,5.0,0.0,0.1324,1024,102.5,-1.0,6908.4333,1.0
4100,5.0,0.0,0.1324,1024,102.5,-0.75,5813.4912,1.0
4100,5.0,0.0,0.1324,1024,102.5,-0.5,5066.2961,1.0
4100,5.0,0.0,0.1324,1024,102.5,-0.25,4687.3836,1.0
4100,5.0,0.0,0.1324,1024,102.5,0.0,4557.0405,1.0
4100,5.0,0.0,0.1324,1024,102.5,0.25,4684.3333,1.0
4100,5.0,0.0,0.1324,1024,102.5,0.5,5132.68,1.0
4100,5.0,0.0,0.1324,1024,102.5,0.75,5862.9583,1.0
4100,5.0,0.0,0.1324,1024,103.0,-1.0,6995.0845,1.0
4100,5.0,0.0,0.1324,1024,103.0,-0.75,5893.1941,1.0
4100,5.0,0.0,0.1324,1024,103.0,-0.5,5145.3562,1.0
4100,5.0,0.0,0.1324,1024,103.0,-0.25,4756.471,1.0
4100,5.0,0.0,0.1324,1024,103.0,0.0,4646.9269,1.0
4100,5.0,0.0,0.1324,1024,103.0,0.25,4786.7782,1.0
4100,5.0,0.0,0.1324,1024,103.0,0.5,5230.3989,1.0
4100,5.0,0.0,0.1324,1024,103.0,0.75,5960.3597,1.0
4100,5.0,0.0,0.1324,1024,103.5,-1.0,7072.1666,1.0
4100,5.0,0.0,0.1324,1024,103.5,-0.75,5984.286,1.0
4100,5.0,0.0,0.1324,1024,103.5,-0.5,5231.14,1.0
4100,5.0,0.0,0.1324,1024,103.5,-0.25,4845.3259,1.0
4100,5.0,0.0,0.1324,1024,103.5,0.0,4770.9784,1.0
4100,5.0,0.0,0.1324,1024,103.5,0.25,4903.5421,1.0
4100,5.0,0.0,0.1324,1024,103.5,0.5,5331.9311,1.0
4100,5.0,0.0,0.1324,1024,103.5,0.75,6063.9186,1.0
4100,5.0,0.0,0.1324,1024,104.0,-1.0,7181.64,1.0
4100,5.0,0.0,0.1324,1024,104.0,-0.75,6101.1478,1.0
4100,5.0,0.0,0.1324,1024,104.0,-0.5,5367.1609,1.0
4100,5.0,0.0,0.1324,1024,104.0,-0.25,4961.418,1.0
4100,5.0,0.0,0.1324,1024,104.0,0.0,4903.3418,1.0
4100,5.0,0.0,0.1324,1024,104.0,0.25,5028.4394,1.0
4100,5.0,0.0,0.1324,1024,104.0,0.5,5459.6608,1.0
4100,5.0,0.0,0.1324,1024,104.0,0.75,6198.4614,1.0
4100,5.0,0.0,0.1324,1024,104.5,-1.0,7318.3709,1.0
4100,5.0,0.0,0.1324,1024,104.5,-0.75,6242.9048,1.0
4100,5.0,0.0,0.1324,1024,104.5,-0.5,5496.1069,1.0
4100,5.0,0.0,0.1324,1024,104.5,-0.25,5080.9087,1.0
4100,5.0,0.0,0.1324,1024,104.5,0.0,5035.7052,1.0
4100,5.0,0.0,0.1324,1024,104.5,0.25,5180.9234,1.0
4100,5.0,0.0,0.1324,1024,104.5,0.5,5609.0227,1.0
4100,5.0,0.0,0.1324,1024,104.5,0.75,6355.6058,1.0
4200,5.0,0.0,0.1477,1024,95.0,-1.0,7227.9367,1.0
4200,5.0,0.0,0.1477,1024,95.0,-0.75,6104.4606,1.0
4200,5.0,0.0,0.1477,1024,95.0,-0.5,5323.2876,1.0
4200,5.0,0.0,0.1477,1024,95.0,-0.25,4916.1694,1.0
4200,5.0,0.0,0.1477,1024,95.0,0.0,4787.9566,1.0
4200,5.0,0.0,0.1477,1024,95.0,0.25,4822.9782,1.0
4200,5.0,0.0,0.1477,1024,95.0,0.5,5131.3751,1.0
4200,5.0,0.0,0.1477,1024,95.0,0.75,5790.3131,1.0
4200,5.0,0.0,0.1477,1024,95.5,-1.0,7100.2667,1.0
4200,5.0,0.0,0.1477,1024,95.5,-0.75,5977.781,1.0
4200,5.0,0.0,0.1477,1024,95.5,-0.5,5196.5806,1.0
4200,5.0,0.0,0.1477,1024,95.5,-0.25,4784.3128,1.0
4200,5.0,0.0,0.1477,1024,95.5,0.0,4662.2601,1.0
4200,5.0,0.0,0.1477,1024,95.5,0.25,4688.0951,1.0
4200,5.0,0.0,0.1477,1024,95.5,0.5,5016.1328,1.0
4200,5.0,0.0,0.1477,1024,95.5,0.75,5679.1531,1.0
4200,5.0,0.0,0.1477,1024,96.0,-1.0,6970.5716,1.0
4200,5.0,0.0,0.1477,1024,96.0,-0.75,5854.9937,1.0
4200,5.0,0.0,0.1477,1024,96.0,-0.5,5077.6895,1.0
4200,5.0,0.0,0.1477,1024,96.0,-0.25,4663.9603,1.0
4200,5.0,0.0,0.1477,1024,96.0,0.0,4535.2626,1.0
4200,5.0,0.0,0.1477,1024,96.0,0.25,4572.3002,1.0
4200,5.0,0.0,0.1477,1024,96.0,0.5,4907.4229,1.0
4200,5.0,0.0,0.1477,1024,96.0,0.75,5571.6023,1.0
4200,5.0,0.0,0.1477,1024,96.5,-1.0,6843.3822,1.0
4200,5.0,0.0,0.1477,1024,96.5,-0.75,5733.3194,1.0
4200,5.0,0.0,0.1477,1024,96.5,-0.5,4966.0286,1.0
4200,5.0,0.0,0.1477,1024,96.5,-0.25,4542.4698,1.0
4200,5.0,0.0,0.1477,1024,96.5,0.0,4392.3298,1.0
4200,5.0,0.0,0.1477,1024,96.5,0.25,4447.4902,1.0
4200,5.0,0.0,0.1477,1024,96.5,0.5,4792.0582,1.0
4200,5.0,0.0,0.1477,1024,96.5,0.75,5461.9018,1.0
4200,5.0,0.0,0.1477,1024,97.0,-1.0,6719.3264,1.0
4200,5.0,0.0,0.1477,1024,97.0,-0.75,5626.6218,1.0
4200,5.0,0.0,0.1477,1024,97.0,-0.5,4858.9187,1.0
4200,5.0,0.0,0.1477,1024,97.0,-0.25,4405.2517,1.0
4200,5.0,0.0,0.1477,1024,97.0,0.0,4248.7174,1.0
4200,5.0,0.0,0.1477,1024,97.0,0.25,4326.7205,1.0
4200,5.0,0.0,0.1477,1024,97.0,0.5,4681.1541,1.0
4200,5.0,0.0,0.1477,1024,97.0,0.75,5375.5799,1.0
4200,5.0,0.0,0.1477,1024,97.5,-1.0,6599.321,1.0
4200,5.0,0.0,0.1477,1024,97.5,-0.75,5520.0084,1.0
4200,5.0,0.0,0.1477,1024,97.5,-0.5,4743.4636,1.0
4200,5.0,0.0,0.1477,1024,97.5,-0.25,4288.6791,1.0
4200,5.0,0.0,0.1477,1024,97.5,0.0,4144.7066,1.0
4200,5.0,0.0,0.1477,1024,97.5,0.25,4241.2477,1.0
4200,5.0,0.0,0.1477,1024,97.5,0.5,4593.0154,1.0
4200,5.0,0.0,0.1477,1024,97.5,0.75,5284.6942,1.0
4200,5.0,0.0,0.1477,1024,98.0,-1.0,6514.7998,1.0
4200,5.0,0.0,0.1477,1024,98.0,-0.75,5419.5837,1.0
4200,5.0,0.0,0.1477,1024,98.0,-0.5,4656.3934,1.0
4200,5.0,0.0,0.1477,1024,98.0,-0.25,4200.7869,1.0
