HD30501-1	2012-04-07T01:20:20
HD16202-1	2012-07-04T07:35:00
HD16202-2	2012-07-04T08:10:00
HD4747-1	2012-07-06T08:45:00
HD202206-1	2012-07-12T08:05:00
HD202206-2	2012-07-13T06:55:00
HD211847-2	2012-07-13T08:05:00
HD167665-1a	2012-07-28T06:12:00
HD167665-1b	2012-07-28T06:50:00
HD30501-2a	2012-08-01T10:28:16
HD30501-3	2012-08-02T10:01:44
HD167665-2	2012-08-05T04:10:00
HD168443-1	2012-08-05T05:45:00
HD168443-2	2012-08-05T06:10:00
HD30501-2b	2012-08-06T10:56:20

